index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
715,cg03909491,0.0241600105905496,16,51245157,SALL1,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Intron,"Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)",8,89153120.0,Gm6625
220,cg26294431,0.0224148668496181,2,212536145,ERBB4,ERBB4,2066,conserved gene and region in mouse and human,ERBB4_Intron,"Intron (ENST00000342788.9/2066, intron 1 of 27)",1,69105223.0,Erbb4
332,cg26957053,0.0223601526307023,14,33800281,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068282.0,Npas3
451,cg05052242,0.0221149643832715,11,132920729,OPCML,OPCML,4978,"mapped in human, not mapped in mouse",OPCML_Intron,"Intron (ENST00000331898.11/4978, intron 1 of 6)",9,28428758.0,Opcml
103,cg00310215,0.0220294651576018,16,51151435,SALL1,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Promoter,Promoter (<=1kb),8,89042618.0,Sall1
337,cg06147321,0.0186879556908983,15,36889356,MEIS2,LOC145845,4212,conserved gene but different region in human and mouse,MEIS2_threeUTR,3' UTR,2,115861411.0,Meis2
165,cg15855274,0.0167537794589984,2,176136510,HOXD-AS2,HOXD-AS2,100506783,mapped to different gene in human and mouse,HOXD-AS2_Promoter,Promoter (<=1kb),2,74711859.0,Hoxd3
498,cg09176584,0.0167263799812227,16,73483724,LINC01568,LINC01568,100506172,mapped to different gene in human and mouse,LINC01568_Intron,"Intron (ENST00000641790.1/100506172, intron 2 of 3)",8,108301392.0,Zfhx3
673,cg24638399,0.0163838024117207,9,125845524,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34287033.0,Pbx3
641,cg00587168,0.0149341918819108,2,172093840,DLX1,DLX1,1745,mapped to different gene in human and mouse,DLX1_Intergenic_downstream,Distal Intergenic,2,71538098.0,Dlx1
431,cg06807725,0.0140846356061684,2,170214765,MYO3B,MYO3B,140469,"mapped in human, not mapped in mouse",MYO3B_Exon,"Exon (ENST00000409940.6/140469, exon 5 of 30)",2,70105690.0,Myo3b
275,cg15296094,0.0134295975610951,15,73597169,NPTN,NPTN,27020,conserved gene and region in mouse and human,NPTN_Exon,"Exon (ENST00000345330.9/27020, exon 2 of 9)",9,58618862.0,Nptn
731,cg01759800,0.0128595273572541,11,115525626,CADM1,CADM1,23705,conserved gene and region in mouse and human,CADM1_Intergenic_upstream,Distal Intergenic,9,47506216.0,Cadm1
210,cg14728312,0.0126840655278406,7,70446526,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,
378,cg27208859,0.0126323058431298,X,133999650,GPC3,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685.0,Gpc3
480,cg11458204,0.0113715048302489,2,56375774,CCDC85A,CCDC85A,114800,conserved gene and region in mouse and human,CCDC85A_Intron,"Intron (ENST00000607540.1/114800, intron 3 of 3)",11,28396206.0,Ccdc85a
499,cg09453226,0.0112404558791707,16,74899729,WDR59,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661.0,Wdr59
456,cg18543660,0.00997077043717748,1,90834002,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Intron,"Intron (ENST00000671059.1/105378853, intron 1 of 2)",5,106559736.0,Gm17304
199,cg16981766,0.00954279332439866,2,206062971,INO80D,INO80D,54891,conserved gene and region in mouse and human,INO80D_fiveUTR,5' UTR,1,63093505.0,Ino80d
259,cg07069838,0.00952288292198704,1,35659780,PSMB2,PSMB2,5690,conserved gene and region in mouse and human,PSMB2_Intergenic_upstream,Distal Intergenic,4,126656816.0,Gm12933
670,cg23126309,0.00733486252616762,7,114415330,FOXP2,FOXP2,93986,"mapped in human, not mapped in mouse",FOXP2_fiveUTR,5' UTR,6,15185787.0,Foxp2
428,cg10426441,0.00728933898892092,X,53083258,TSPYL2,TSPYL2,64061,conserved gene and region in mouse and human,TSPYL2_Exon,Promoter (<=1kb),X,152341586.0,Tspyl2
225,cg19414994,0.00633818234930789,11,105974317,GRIA4,GRIA4,2893,conserved gene but different region in human and mouse,GRIA4_threeUTR,3' UTR,9,4424446.0,Gria4
427,cg10128645,0.00604145687522343,X,106848291,TBC1D8B,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363.0,Tbc1d8b
590,cg11252613,0.00565389842334637,4,11869369,LINC02360,HS3ST1,105374484,"mapped in human, not mapped in mouse",LINC02360_Intergenic_upstream,Distal Intergenic,5,40128859.0,Gm2810
728,cg22414596,0.00455173353551729,10,100788017,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intron,"Intron (ENST00000553492.5/5076, intron 3 of 3)",19,44797690.0,Pax2
745,cg12967137,0.00419890610685507,14,28778399,LINC01551,LINC01551,387978,"mapped in human, not mapped in mouse",LINC01551_Exon,"Exon (ENST00000552957.5/387978, exon 4 of 4)",,,
659,cg02553697,0.00405456118897855,4,150794947,LRBA,LRBA,987,conserved gene and region in mouse and human,LRBA_Intron,"Intron (ENST00000651943.1/987, intron 34 of 56)",3,86379109.0,Lrba
294,cg21197642,0.00383795039651688,1,2892405,TTC34,TTC34,100287898,conserved gene and region in mouse and human,TTC34_Intergenic_upstream,Distal Intergenic,4,154771787.0,Ttc34
320,cg23405931,0.00363582525382116,1,91513975,CDC7,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628.0,Cdc7
760,cg25639084,0.00359166152740345,13,23559374,TNFRSF19,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,
185,cg07932605,0.00347412915686064,15,37102437,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067930.0,Meis2
737,cg13705955,0.00342381711122172,1,54258201,SSBP3,SSBP3,23648,conserved gene and region in mouse and human,SSBP3_Intron,"Intron (ENST00000326956.11/23648, intron 2 of 13)",4,107027164.0,Ssbp3
639,cg27245416,0.0033336064237689,1,26772876,ARID1A,ARID1A,8289,conserved gene and region in mouse and human,ARID1A_Exon,"Exon (ENST00000430799.7/8289, exon 14 of 20)",4,133687314.0,Arid1a
752,cg04353319,0.00327090708254933,17,2400859,MNT,MNT,4335,conserved gene and region in mouse and human,MNT_fiveUTR,Promoter (<=1kb),11,74831181.0,Mnt
417,cg13802785,0.002726464663464,16,31186802,FUS,FUS,2521,conserved gene and region in mouse and human,FUS_Exon,"Exon (ENST00000254108.11/2521, exon 7 of 15)",7,127974400.0,Fus
488,cg25073174,0.00240431351660116,7,105639406,ATXN7L1,ATXN7L1,222255,conserved gene and region in mouse and human,ATXN7L1_Intron,"Intron (ENST00000419735.7/222255, intron 6 of 11)",12,33345053.0,Atxn7l1
469,cg25530799,0.00123284534696687,2,144615974,TEX41,TEX41,401014,mapped to different gene in human and mouse,TEX41_Intergenic_upstream,Distal Intergenic,2,45205900.0,Zeb2
264,cg05544360,0.00115361061867095,7,42153000,GLI3,GLI3,2737,conserved gene and region in mouse and human,GLI3_Intron,"Intron (ENST00000395925.8/2737, intron 2 of 14)",13,15544047.0,Gli3
288,cg02287493,0.0010903656655392,X,21374917,CNKSR2,CNKSR2,22866,conserved gene and region in mouse and human,CNKSR2_Exon,"Exon (ENST00000642359.1/22866, exon 1 of 21)",X,158042820.0,Cnksr2
92,cg25210084,0.00108635863383303,10,72354911,DNAJB12,DNAJB12,54788,"mapped in human, not mapped in mouse",DNAJB12_fiveUTR,Promoter (<=1kb),,,
523,cg16545804,0.000957501642089047,1,38095514,MIR3659,MIR3659,100500801,mapped to different gene in human and mouse,MIR3659_Intron,"Intron (ENST00000432922.5/ENST00000432922.5, intron 1 of 3)",4,124615830.0,Pou3f1
628,cg05359706,0.000826213530303368,2,178331552,OSBPL6,OSBPL6,114880,"mapped in human, not mapped in mouse",OSBPL6_Exon,"Exon (ENST00000392505.6/114880, exon 6 of 26)",2,76548319.0,Osbpl6
538,cg26922708,0.000730593893840461,16,49416200,C16orf78,C16orf78,123970,conserved gene and region in mouse and human,C16orf78_Intergenic_downstream,Distal Intergenic,8,87602339.0,4933402J07Rik
46,cg22454769,0.000639657723139436,2,105399310,FHL2,FHL2,2274,"mapped in human, not mapped in mouse",FHL2_fiveUTR,Promoter (<=1kb),,,
9,cg03747401,0.000492682267598888,11,28566925,MIR8068,METTL15,102466876,mapped to different gene in human and mouse,MIR8068_Intergenic_upstream,Distal Intergenic,2,108827650.0,Rpl35a-ps4
507,cg10324939,0.000381435385521911,18,22559629,CTAGE1,CTAGE1,64693,"mapped in human, not mapped in mouse",CTAGE1_Intergenic_upstream,Distal Intergenic,,,
622,cg16764258,0.000148929250545937,9,123422862,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832437.0,Dennd1a
686,cg20945212,9.87607422245042e-05,5,146701093,PPP2R2B,PPP2R2B,5521,conserved gene but different region in human and mouse,PPP2R2B_threeUTR,3' UTR,18,42741144.0,Ppp2r2b
446,cg19719141,7.55057494391665e-06,1,46526544,MKNK1-AS1,MKNK1-AS1,100507423,"mapped in human, not mapped in mouse",MKNK1-AS1_Intergenic_upstream,Distal Intergenic,4,115904627.0,6430628N08Rik
433,cg04902782,-4.81896780388189e-05,9,20379093,MLLT3,MLLT3,4300,"mapped in human, not mapped in mouse",MLLT3_Intron,"Intron (ENST00000380338.9/4300, intron 5 of 10)",4,87802413.0,Mllt3
208,cg13188467,-5.21538442120275e-05,7,96998781,DLX6-AS1,DLX6-AS1,285987,mapped to different gene in human and mouse,DLX6-AS1_Intron,"Intron (ENST00000430027.3/285987, intron 1 of 2)",6,6856418.0,Dlx6
750,cg13655781,-0.000179108324135353,3,152835992,P2RY1,P2RY1,5028,conserved gene and region in mouse and human,P2RY1_Exon,Promoter (<=1kb),3,61003651.0,P2ry1
10,cg15403305,-0.000253547397419543,1,38207517,LINC01343,LINC01343,339442,mapped to different gene in human and mouse,LINC01343_Intron,"Intron (ENST00000671301.1/ENST00000671301.1, intron 1 of 1)",4,124511970.0,Pou3f1
409,cg13959241,-0.000364898354097128,9,136012869,NACC2,NACC2,138151,conserved gene but different region in human and mouse,NACC2_Intron,"Intron (ENST00000371753.5/138151, intron 4 of 4)",2,26061225.0,Nacc2
536,cg25118671,-0.000366098280564448,2,45652096,PRKCE,PRKCE,5581,"mapped in human, not mapped in mouse",PRKCE_fiveUTR,Promoter (<=1kb),17,86168588.0,Prkce
268,cg08570512,-0.000441086375590585,7,137623483,DGKI,DGKI,9162,"mapped in human, not mapped in mouse",DGKI_fiveUTR,5' UTR,6,37067314.0,Dgki
389,cg12945551,-0.000470520263692716,20,52615822,LINC01524,TSHZ2,101927700,mapped to different gene in human and mouse,LINC01524_Intron,"Intron (ENST00000656501.1/101927700, intron 4 of 4)",2,169296926.0,Gm11011
300,cg18679961,-0.000740747442575508,2,59924543,MIR4432HG,MIR4432,106660609,"mapped in human, not mapped in mouse",MIR4432HG_Intron,"Intron (ENST00000606382.1/ENST00000606382.1, intron 1 of 3)",,,
115,cg13753818,-0.00102142483642952,1,224431495,WDR26,WDR26,80232,conserved gene and region in mouse and human,WDR26_Exon,"Exon (ENST00000414423.8/80232, exon 3 of 14)",1,181209021.0,Wdr26
216,cg26869371,-0.00110286624813948,15,49424281,FAM227B,FAM227B,196951,"mapped in human, not mapped in mouse",FAM227B_fiveUTR,5' UTR,2,126035698.0,Fam227b
755,cg06386724,-0.00116992516884958,17,51120410,SPAG9,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516.0,Spag9
49,cg01019040,-0.00122507582029106,7,104328968,LHFPL3,LHFPL3,375612,conserved gene and region in mouse and human,LHFPL3_Exon,Promoter (<=1kb),5,22746369.0,Lhfpl3
460,cg00422680,-0.00126005235807454,5,171294749,RANBP17,RANBP17,64901,"mapped in human, not mapped in mouse",RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 28 of 29)",,,
408,cg12648670,-0.00172157537116038,9,10615210,PTPRD-AS2,PTPRD,101929428,mapped to different gene in human and mouse,PTPRD-AS2_Intron,"Intron (ENST00000429581.2/101929428, intron 1 of 2)",4,78214051.0,Ptprd
79,cg00900734,-0.00184227496906213,10,127012247,DOCK1,DOCK1,1793,conserved gene but different region in human and mouse,DOCK1_Exon,"Exon (ENST00000623213.1/1793, exon 12 of 52)",7,134756829.0,Dock1
582,cg18974733,-0.00210824519417303,10,68337928,HNRNPH3,HNRNPH3,3189,conserved gene and region in mouse and human,HNRNPH3_Exon,"Exon (ENST00000469172.5/3189, exon 2 of 8)",10,63018827.0,Hnrnph3
258,cg06828322,-0.00213952915952274,1,44326509,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576502.0,Eri3
593,cg22866580,-0.00218755928278675,12,53990504,HOXC5,MIR196A2,3222,conserved gene and region in mouse and human,HOXC5_Intron,"Intron (ENST00000513209.1/3222, intron 1 of 1)",15,102972143.0,Hoxc5
8,cg20146241,-0.00222272890291214,1,24535114,RCAN3AS,RCAN3,100750325,"mapped in human, not mapped in mouse",RCAN3AS_Exon,Promoter (<=1kb),,,
153,cg26312920,-0.00225832147413428,7,31340776,NEUROD6,NEUROD6,63974,conserved gene but different region in human and mouse,NEUROD6_Promoter,Promoter (<=1kb),6,55681147.0,Neurod6
197,cg16636772,-0.00258046845337571,2,104862147,POU3F3,POU3F3,5455,conserved gene and region in mouse and human,POU3F3_Intron,"Intron (ENST00000598623.1/ENST00000598623.1, intron 2 of 2)",1,42703950.0,Pou3f3
26,cg10040836,-0.00259880412253412,15,96332460,NR2F2,NR2F2,7026,conserved gene and region in mouse and human,NR2F2_Exon,"Exon (ENST00000394166.8/7026, exon 1 of 3)",7,70359974.0,Nr2f2
287,cg01797373,-0.00276353219785658,X,136169556,FHL1,FHL1,2273,"mapped in human, not mapped in mouse",FHL1_fiveUTR,5' UTR,,,
422,cg09008979,-0.00294211599559084,12,53336382,SP7,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102366997.0,Sp7
190,cg10810311,-0.00295996614785732,17,36589265,GGNBP2,GGNBP2,79893,conserved gene and region in mouse and human,GGNBP2_Exon,"Exon (ENST00000613102.5/79893, exon 14 of 14)",11,84833107.0,Ggnbp2
119,cg13233081,-0.00336437246895143,2,176818200,LINC01117,LINC01116,102724224,mapped to different gene in human and mouse,LINC01117_Intron,"Intron (ENST00000652227.1/102724224, intron 5 of 5)",2,75314961.0,Gm18494
178,cg19368807,-0.00350183651442257,12,121443749,KDM2B,KDM2B,84678,conserved gene and region in mouse and human,KDM2B_Exon,"Exon (ENST00000377071.9/84678, exon 17 of 23)",5,122881706.0,Kdm2b
358,cg06721379,-0.0036317451456642,5,150542966,NDST1,NDST1,3340,conserved gene and region in mouse and human,NDST1_Exon,"Exon (ENST00000523767.5/3340, exon 10 of 14)",18,60697071.0,Ndst1
562,cg27208811,-0.00389529956298091,3,114455346,ZBTB20-AS5,ZBTB20,101929754,mapped to different gene in human and mouse,ZBTB20-AS5_Intron,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",16,43502986.0,Zbtb20
458,cg19411464,-0.00423343718588186,1,70231873,SRSF11,SRSF11,9295,conserved gene but different region in human and mouse,SRSF11_fiveUTR,5' UTR,3,158023344.0,Srsf11
170,cg25055739,-0.00508156772758729,17,52157819,CA10,CA10,56934,conserved gene and region in mouse and human,CA10_fiveUTR,5' UTR,11,93100192.0,Car10
648,cg14443903,-0.00526477447974504,19,30718448,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Intergenic_downstream,Distal Intergenic,7,37312574.0,Zfp536
687,cg21482536,-0.00552932444551621,5,81751012,SSBP2,SSBP2,23635,conserved gene but different region in human and mouse,SSBP2_fiveUTR,Promoter (<=1kb),13,91461216.0,Ssbp2
434,cg09716123,-0.00602413541060602,11,19596536,NAV2,NAV2,89797,"mapped in human, not mapped in mouse",NAV2_Intron,"Intron (ENST00000360655.8/89797, intron 1 of 37)",7,49159184.0,Nav2
171,cg21602520,-0.00630044642474122,18,63318147,BCL2,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370.0,Bcl2
613,cg05817746,-0.00645539706718634,1,44296999,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000456170.6/79033, intron 3 of 6)",4,117605269.0,Eri3
352,cg00096922,-0.00646224292012881,7,97024873,DLX5,DLX5,1749,conserved gene but different region in human and mouse,DLX5_fiveUTR,Promoter (<=1kb),6,6882127.0,Dlx5
645,cg01209550,-0.00664322817849853,17,48615964,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96281694.0,Hoxb8
166,cg15702573,-0.00673419527822978,5,177293963,NSD1,NSD1,64324,conserved gene and region in mouse and human,NSD1_Exon,"Exon (ENST00000354179.8/64324, exon 24 of 24)",13,55312250.0,Nsd1
627,cg05322294,-0.00675310145508828,2,144520585,ZEB2-AS1,ZEB2-AS1,100303491,mapped to different gene in human and mouse,ZEB2-AS1_fiveUTR,5' UTR,2,45113445.0,Zeb2
727,cg22063749,-0.00676159156829249,10,73519952,PPP3CB-AS1,USP54,101929145,mapped to different gene in human and mouse,PPP3CB-AS1_Exon,"Exon (ENST00000600206.5/101929145, exon 4 of 4)",14,20565023.0,Usp54
191,cg10916192,-0.00676454512474229,17,7406550,NLGN2,NLGN2,57555,conserved gene and region in mouse and human,NLGN2_Intron,"Intron (ENST00000575301.5/57555, intron 1 of 7)",11,69836086.0,Nlgn2
16,cg14880272,-0.00814816674239184,17,39607875,NEUROD2,NEUROD2,4761,"mapped in human, not mapped in mouse",NEUROD2_fiveUTR,Promoter (<=1kb),11,98329580.0,Neurod2
742,cg15546160,-0.00866637467904406,11,13445066,BTBD10,BTBD10,84280,conserved gene and region in mouse and human,BTBD10_Exon,"Exon (ENST00000278174.9/84280, exon 2 of 9)",7,113351823.0,Btbd10
413,cg07459759,-0.0091812952055654,X,69615634,EDA,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104.0,Eda
271,cg10042482,-0.0102403915540913,7,101948104,CUX1,CUX1,1523,"mapped in human, not mapped in mouse",CUX1_Intron,"Intron (ENST00000437600.9/1523, intron 2 of 22)",5,136462796.0,Cux1
137,cg17215796,-0.0104481223536004,6,72266042,RIMS1,RIMS1,22999,"mapped in human, not mapped in mouse",RIMS1_Exon,"Exon (ENST00000491071.6/22999, exon 20 of 28)",,,
180,cg07373156,-0.0109210787995403,17,48615626,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96282032.0,Hoxb8
270,cg09784081,-0.0111065946744488,7,131107300,LINC-PINT,LINC-PINT,378805,mapped to different gene in human and mouse,LINC-PINT_Promoter,Promoter (<=1kb),6,31217640.0,Gm13835
391,cg13884903,-0.0111275995146417,20,22578708,LINC00261,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331.0,Foxa2
130,cg15741341,-0.0113155976914299,4,65490521,EPHA5,EPHA5,2044,conserved gene and region in mouse and human,EPHA5_Exon,"Exon (ENST00000273854.7/2044, exon 5 of 18)",5,84233727.0,Epha5
423,cg09010707,-0.0113504945719032,12,26239634,SSPN,SSPN,8082,"mapped in human, not mapped in mouse",SSPN_Intron,"Intron (ENST00000534829.5/ENST00000534829.5, intron 1 of 3)",,,
196,cg16367356,-0.0114150303314934,2,53949164,PSME4,PSME4,23198,conserved gene and region in mouse and human,PSME4_Exon,"Exon (ENST00000404125.6/23198, exon 2 of 47)",11,30791210.0,Psme4
98,cg13057591,-0.0122333430686396,1,48776789,BEND5,AGBL4,79656,conserved gene and region in mouse and human,BEND5_Exon,Promoter (<=1kb),4,111415216.0,Bend5
239,cg24148137,-0.0123658094653395,1,166166208,FAM78B,FAM78B,149297,conserved gene and region in mouse and human,FAM78B_Exon,Promoter (<=1kb),1,167001605.0,Fam78b
195,cg16286672,-0.0124041378170907,2,163732790,FIGN,FIGN,55137,"mapped in human, not mapped in mouse",FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64094634.0,Fign
222,cg26736130,-0.0125837169002214,2,174331833,LINC01305,SP9,285084,mapped to different gene in human and mouse,LINC01305_Intergenic_downstream,Distal Intergenic,2,73268933.0,Sp9
252,cg26879535,-0.0127941399291155,5,165105792,LOC102546299,MAT2B,102546299,mapped to different gene in human and mouse,LOC102546299_Intron,"Intron (ENST00000670703.1/ENST00000670703.1, intron 7 of 7)",11,39042068.0,Gm12131
416,cg19691778,-0.0129201823010913,8,96145528,GDF6,GDF6,392255,conserved gene and region in mouse and human,GDF6_Intron,"Intron (ENST00000287020.7/392255, intron 1 of 1)",4,9859330.0,Gdf6
44,cg25383995,-0.0134113197008522,19,1253999,MIDN,MIDN,90007,conserved gene and region in mouse and human,MIDN_Exon,"Exon (ENST00000586843.2/90007, exon 3 of 4)",10,80153636.0,Midn
527,cg24713486,-0.0135190388919399,4,15008358,C1QTNF7-AS1,CPEB2,101929095,mapped to different gene in human and mouse,C1QTNF7-AS1_Exon,"Exon (ENST00000507071.6/132864, exon 3 of 11)",5,43238395.0,Cpeb2
273,cg13301933,-0.0138279705768402,15,61229240,RORA,RORA,6095,"mapped in human, not mapped in mouse",RORA_fiveUTR,Promoter (<=1kb),,,
59,cg15229894,-0.0145414316823579,12,54033435,HOXC4,HOXC4,3221,"mapped in human, not mapped in mouse",HOXC4_Exon,"Exon (ENST00000312492.2/3222, exon 1 of 2)",15,103014394.0,Hoxc5
497,cg03513784,-0.0150313991264553,8,25909498,EBF2,PPP2R2A,64641,conserved gene and region in mouse and human,EBF2_Intron,"Intron (ENST00000520164.6/64641, intron 6 of 15)",14,67370756.0,Ebf2
439,cg09462662,-0.0151366789090301,22,40261868,TNRC6B,TNRC6B,23112,conserved gene and region in mouse and human,TNRC6B_Exon,"Exon (ENST00000301923.13/23112, exon 7 of 24)",15,80876353.0,Tnrc6b
549,cg02042055,-0.0152637822219723,22,36702522,CACNG2,CACNG2,10369,conserved gene and region in mouse and human,CACNG2_Exon,"Exon (ENST00000300105.6/10369, exon 1 of 4)",15,78118837.0,Cacng2
143,cg18894136,-0.0160466422786849,13,109667928,LINC00676,IRS2,101409253,mapped to different gene in human and mouse,LINC00676_Intron,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",8,10924785.0,Gm45042
71,cg05911522,-0.0160896075323736,3,147406611,LOC440982,ZIC4,440982,mapped to different gene in human and mouse,LOC440982_fiveUTR,5' UTR,9,91368978.0,Zic4
711,cg00689383,-0.0170680995371547,6,146399362,GRM1,GRM1,2911,"mapped in human, not mapped in mouse",GRM1_Exon,"Exon (ENST00000492807.6/2911, exon 8 of 10)",10,10719559.0,Grm1
640,cg02553441,-0.0171653249186437,10,91493494,HECTD2,HECTD2-AS1,143279,conserved gene but different region in human and mouse,HECTD2_Exon,"Exon (ENST00000446394.5/143279, exon 15 of 22)",19,36606460.0,Hectd2
297,cg00871371,-0.0174055508026126,17,77375394,SEPTIN9,SEPTIN9,10801,"mapped in human, not mapped in mouse",SEPTIN9_Exon,"Exon (ENST00000588701.1/ENST00000588701.1, exon 1 of 1)",,,
657,cg25771548,-0.0175741314519397,15,64688789,OAZ2,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139.0,Oaz2
229,cg17041137,-0.0184543201100083,3,136568767,STAG1,STAG1,10274,conserved gene but different region in human and mouse,STAG1_fiveUTR,5' UTR,9,100757783.0,Stag1
571,cg03856216,-0.0184866584441318,5,136059173,TGFBI,TGFBI,7045,"mapped in human, not mapped in mouse",TGFBI_fiveUTR,5' UTR,13,56635649.0,Tgfbi
283,cg09557545,-0.0190320116674452,2,66433445,MEIS1-AS3,MEIS1-AS3,730198,mapped to different gene in human and mouse,MEIS1-AS3_Exon,Promoter (<=1kb),11,19020637.0,Meis1
521,cg15444935,-0.0190429734577085,1,167389738,POU2F1,POU2F1,5451,conserved gene but different region in human and mouse,POU2F1_threeUTR,3' UTR,1,165902162.0,Pou2f1
398,cg27299745,-0.0197810651888338,13,83881256,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913026.0,Slitrk1
346,cg02270238,-0.0199309541192505,1,23696379,RPL11,RPL11,6135,"mapped in human, not mapped in mouse",RPL11_threeUTR,3' UTR,,,
552,cg01990759,-0.0209367142531904,10,72088232,SPOCK2,ANAPC16,9806,conserved gene and region in mouse and human,SPOCK2_Exon,Promoter (<=1kb),10,60106563.0,Spock2
761,cg09161688,-0.0217736567881384,10,129873560,EBF3,EBF3,253738,conserved gene and region in mouse and human,EBF3_Exon,"Exon (ENST00000368648.7/253738, exon 8 of 16)",7,137231272.0,Ebf3
617,cg06392591,-0.0218381120383043,1,164651460,PBX1,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059.0,Pbx1
254,cg11217865,-0.0224502891181674,5,139847733,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017737.0,Nrg2
361,cg10711876,-0.022726786500397,12,53712389,CALCOCO1,CALCOCO1,57658,"mapped in human, not mapped in mouse",CALCOCO1_threeUTR,3' UTR,15,102707927.0,Calcoco1
599,cg27294582,-0.0228342278256324,17,48615092,HOXB7,HOXB8,3217,"mapped in human, not mapped in mouse",HOXB7_fiveUTR,5' UTR,11,96282557.0,Hoxb8
48,cg25066947,-0.0233627294693817,6,108157712,OSTM1-AS1,NR2E1,100287366,mapped to different gene in human and mouse,OSTM1-AS1_Exon,"Exon (ENST00000658282.1/100287366, exon 2 of 2)",10,42591939.0,Ostm1
685,cg20453574,-0.0240231743135571,5,66156139,SREK1,SREK1,140890,mapped to different gene in human and mouse,SREK1_threeUTR,3' UTR,13,103766959.0,Srek1
429,cg11108049,-0.0241147749607757,X,71153499,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307097.0,Nlgn3
604,cg02184281,-0.0241180126996267,18,48921427,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Exon,"Exon (ENST00000262158.7/4092, exon 4 of 4)",18,75394309.0,Smad7
679,cg17942396,-0.0241727567753255,5,174734038,MSX2,MSX2,4488,conserved gene and region in mouse and human,MSX2_Intergenic_downstream,Distal Intergenic,13,53463990.0,Msx2
284,cg07774376,-0.024341389253626,1,44326598,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576413.0,Eri3
