index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
806,cg27242082,0.0137576249801184,2,156328905,NR4A2,NR4A2,4929,conserved gene and region in mouse and human,NR4A2_Intron,"Intron (ENST00000339562.9/4929, intron 3 of 7)",2,57111185.0,Nr4a2
553,cg18535797,0.0136949481854761,11,15507804,LOC102724957,INSC,102724957,mapped to different gene in human and mouse,LOC102724957_Intergenic_upstream,Distal Intergenic,7,115092883.0,Rpl19-ps10
95,cg03820088,0.0136630935013615,7,23522229,TRA2A,TRA2A,29896,conserved gene but different region in human and mouse,TRA2A_fiveUTR,5' UTR,6,49252905.0,Tra2a
478,cg16100840,0.0134656168989745,10,100707267,PAX2,PAX2,5076,"mapped in human, not mapped in mouse",PAX2_Intergenic_upstream,Distal Intergenic,19,44717587.0,Pax2
659,cg22122198,0.0128610754024044,15,36756841,C15orf41,C15orf41,84529,conserved gene and region in mouse and human,C15orf41_Intron,"Intron (ENST00000566621.6/84529, intron 10 of 10)",2,115726979.0,BC052040
285,cg10246778,0.0127229388759836,3,169574481,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30411978.0,Mecom
273,cg09750164,0.0122776975164015,14,33800872,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068837.0,Npas3
704,cg23573900,0.0119689378277682,5,139677209,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35855759.0,Cxxc5
160,cg05861987,0.0117044518484901,7,122329496,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23273410.0,Cadps2
255,cg09316860,0.0116804456414577,1,10598780,PEX14,PEX14,5195,conserved gene but different region in human and mouse,PEX14_Intron,"Intron (ENST00000356607.9/5195, intron 3 of 8)",4,148984620.0,Pex14
47,cg01571965,0.011414880779226,2,60460693,BCL11A,BCL11A,53335,conserved gene but different region in human and mouse,BCL11A_threeUTR,3' UTR,11,24164876.0,Bcl11a
754,cg25649550,0.0113255883891673,11,35261714,SLC1A2,SLC1A2,6506,"mapped in human, not mapped in mouse",SLC1A2_threeUTR,3' UTR,2,102780742.0,Slc1a2
220,cg08092317,0.0112621832725549,14,33530508,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 3 of 10)",12,53802576.0,Npas3
150,cg05675373,0.0109051875871892,1,110211635,KCNC4,KCNC4,3749,"mapped in human, not mapped in mouse",KCNC4_Exon,Promoter (<=1kb),3,107458754.0,Kcnc4
594,cg19756587,0.010704889983919,9,124658727,MIR181A2HG,NR6A1,100379345,mapped to different gene in human and mouse,MIR181A2HG_Exon,Promoter (<=1kb),2,38823555.0,Nr6a1
649,cg21633990,0.0106679855618939,9,134830033,COL5A1,COL5A1,1289,conserved gene and region in mouse and human,COL5A1_Exon,"Exon (ENST00000371817.7/1289, exon 64 of 66)",2,28029024.0,Col5a1
33,cg01153166,0.00985216152363547,15,96331473,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360972.0,Nr2f2
511,cg17213306,0.00982854500869637,4,148949977,LOC105377480,NR3C2,105377480,"mapped in human, not mapped in mouse",LOC105377480_Promoter,Promoter (7-8kb),8,76378035.0,Gm7990
756,cg25662803,0.00936113944000605,4,150490968,LRBA,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86605936.0,Lrba
359,cg12577973,0.00919734240477606,17,7884827,CHD3,CHD3,1107,conserved gene and region in mouse and human,CHD3_Exon,Promoter (<=1kb),11,69369370.0,Chd3
706,cg23752476,0.00911349642998053,3,114875122,ZBTB20-AS3,ZBTB20,104413890,mapped to different gene in human and mouse,ZBTB20-AS3_Intron,"Intron (ENST00000498630.1/104413890, intron 2 of 2)",16,43098373.0,Zbtb20
422,cg14361627,0.00823703899202882,7,130734307,KLF14,KLF14,136259,"mapped in human, not mapped in mouse",KLF14_Promoter,Promoter (<=1kb),,,
817,cg27637521,0.00821995114342365,17,78359121,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_fiveUTR,Promoter (<=1kb),11,117968256.0,Socs3
208,cg07782608,0.00814410893848088,10,68756514,CCAR1,CCAR1,55749,conserved gene but different region in human and mouse,CCAR1_Intron,"Intron (ENST00000630771.2/55749, intron 13 of 23)",10,62764292.0,Ccar1
367,cg12761282,0.00805726001400383,20,2295925,TGM3,TGM3,7053,conserved gene but different region in human and mouse,TGM3_Intron,"Intron (ENST00000651531.1/7053, intron 2 of 13)",2,130012266.0,Tgm3
350,cg12421693,0.00804391127275863,1,216518256,ESRRG,ESRRG,2104,conserved gene and region in mouse and human,ESRRG_Intron,"Intron (ENST00000616180.4/2104, intron 6 of 6)",1,188199743.0,Esrrg
304,cg10893516,0.00795034021645589,6,48068585,PTCHD4,PTCHD4,442213,conserved gene and region in mouse and human,PTCHD4_Exon,Promoter (<=1kb),17,42316710.0,Ptchd4
7,cg00250826,0.00761939729010958,7,128754670,CALU,CALU,813,conserved gene but different region in human and mouse,CALU_Exon,"Exon (ENST00000542996.6/813, exon 4 of 8)",6,29361701.0,Calu
259,cg09363187,0.00690987363925929,14,64541630,HSPA2,HSPA2,3306,conserved gene and region in mouse and human,HSPA2_Exon,"Exon (ENST00000394709.2/ENST00000394709.2, exon 2 of 2)",12,76405314.0,Hspa2
578,cg19342019,0.00690250338478452,9,79936513,LINC01507,TLE4,101927477,mapped to different gene in human and mouse,LINC01507_Intergenic_upstream,Distal Intergenic,19,14301374.0,Gm26993
790,cg26781330,0.00689669844355906,12,53600991,ATF7,ATF7,11016,"mapped in human, not mapped in mouse",ATF7_fiveUTR,5' UTR,15,102593710.0,Atf7
366,cg12733826,0.00659461419525069,1,213892396,PROX1-AS1,LINC00538,100505832,"mapped in human, not mapped in mouse",PROX1-AS1_Intron,"Intron (ENST00000433082.6/100505832, intron 4 of 5)",1,190270942.0,Prox1
177,cg06655463,0.00591980387146538,1,216041211,USH2A,USH2A,7399,conserved gene and region in mouse and human,USH2A_Intron,"Intron (ENST00000307340.8/7399, intron 32 of 71)",1,188584831.0,Ush2a
144,cg05535461,0.00568763550638872,2,172072476,METAP1D,METAP1D,254042,conserved gene and region in mouse and human,METAP1D_Intron,"Intron (ENST00000315796.5/254042, intron 6 of 9)",2,71517174.0,Metap1d
719,cg24434315,0.00500776773400207,1,215963874,USH2A,USH2A,7399,"mapped in human, not mapped in mouse",USH2A_Intron,"Intron (ENST00000307340.8/7399, intron 37 of 71)",1,188656553.0,Ush2a
151,cg05684493,0.00471416219233303,12,19314749,PLEKHA5,PLEKHA5,54477,"mapped in human, not mapped in mouse",PLEKHA5_Intron,"Intron (ENST00000429027.6/54477, intron 15 of 31)",6,140563503.0,Plekha5
643,cg21510166,0.00463972008516031,10,100787461,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intron,"Intron (ENST00000553492.5/5076, intron 3 of 3)",19,44797139.0,Pax2
434,cg14668921,0.00446906119612635,1,44619490,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 3 of 14)",4,117302457.0,Rnf220
420,cg14322760,0.00439426786659337,3,160402676,TRIM59-IFT80,IFT80,100174949,"mapped in human, not mapped in mouse",TRIM59-IFT80_fiveUTR,5' UTR,3,69007929.0,Smc4
351,cg12425327,0.00437969174046989,1,62928845,LINC01739,ATG4C,105378769,mapped to different gene in human and mouse,LINC01739_Intergenic_downstream,Distal Intergenic,4,99313628.0,Gm12689
449,cg15094970,0.00432944667072709,3,181699580,SOX2-OT,SOX2-OT,347689,mapped to different gene in human and mouse,SOX2-OT_Exon,"Exon (ENST00000600801.7/347689, exon 1 of 3)",3,34638340.0,Sox2
768,cg26032884,0.00423706385749233,17,2058657,HIC1,HIC1,3090,conserved gene and region in mouse and human,HIC1_Exon,"Exon (ENST00000399849.4/3090, exon 2 of 2)",11,75165557.0,Hic1
513,cg17266282,0.00396556544192492,6,111973329,LINC02527,CCN6,105377946,"mapped in human, not mapped in mouse",LINC02527_Intergenic_upstream,Distal Intergenic,,,
245,cg08981150,0.00396520944088947,11,10804357,EIF4G2,EIF4G2,1982,conserved gene but different region in human and mouse,EIF4G2_threeUTR,3' UTR,7,111078492.0,Eif4g2
623,cg20583171,0.003947228320922,2,222269347,PAX3,PAX3,5077,"mapped in human, not mapped in mouse",PAX3_Intron,"Intron (ENST00000392069.6/5077, intron 4 of 9)",1,78168105.0,Pax3
411,cg14002724,0.00376522235382991,1,118992974,TBX15,TBX15,6913,"mapped in human, not mapped in mouse",TBX15_Promoter,Promoter (3-4kb),3,99248793.0,Tbx15
497,cg16599143,0.00349322106675023,1,171089531,FMO3,FMO3,2328,"mapped in human, not mapped in mouse",FMO3_Promoter,Promoter (1-2kb),,,
738,cg25140691,0.00338389972539375,17,40351071,RARA,RARA,5914,"mapped in human, not mapped in mouse",RARA_Intron,"Intron (ENST00000254066.10/5914, intron 4 of 8)",11,98969327.0,Rara
742,cg25217825,0.00321679734050553,8,136042419,LINC02055,KHDRBS3,107986980,mapped to different gene in human and mouse,LINC02055_Intron,"Intron (ENST00000650054.1/ENST00000650054.1, intron 2 of 5)",15,69499591.0,Gm5216
479,cg16118197,0.00320408872788696,16,361668,MRPL28,MRPL28,10573,conserved gene and region in mouse and human,MRPL28_Intergenic_downstream,Distal Intergenic,17,26131192.0,Axin1
489,cg16437032,0.00283700848087341,2,158577295,PKP4,PKP4,8502,conserved gene but different region in human and mouse,PKP4_threeUTR,3' UTR,2,59266412.0,Pkp4
44,cg01534197,0.00259379196867651,1,7041502,CAMTA1,CAMTA1,23261,conserved gene and region in mouse and human,CAMTA1_Intron,"Intron (ENST00000303635.12/23261, intron 3 of 22)",4,151639970.0,Camta1
329,cg11666770,0.00254152965834868,19,41926758,LOC100505585,ARHGEF1,100505585,mapped to different gene in human and mouse,LOC100505585_Intron,"Intron (ENST00000599589.5/9138, intron 19 of 20)",7,24943195.0,Erfl
695,cg23314464,0.00246596887932447,19,35723890,KMT2B,KMT2B,9757,"mapped in human, not mapped in mouse",KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583300.0,Kmt2b
187,cg06997801,0.00221933803822334,15,96331522,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360923.0,Nr2f2
300,cg10739250,0.00217233312977418,11,30535950,MPPED2,MPPED2,744,conserved gene and region in mouse and human,MPPED2_Intron,"Intron (ENST00000448418.6/744, intron 3 of 6)",2,106744924.0,Mpped2
684,cg23076498,0.00205846486024885,8,76681260,ZFHX4-AS1,ZFHX4-AS1,100192378,mapped to different gene in human and mouse,ZFHX4-AS1_fiveUTR,5' UTR,3,5218567.0,Zfhx4
429,cg14551953,0.00200969474522496,5,77847750,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94707126.0,Gm48316
533,cg17819031,0.0017326053649782,3,122926485,SEMA5B,SEMA5B,54437,conserved gene and region in mouse and human,SEMA5B_Exon,"Exon (ENST00000357599.8/54437, exon 9 of 23)",16,35647235.0,Sema5b
125,cg04996684,0.00155094135896109,1,197675972,DENND1B,DENND1B,163486,"mapped in human, not mapped in mouse",DENND1B_Intron,"Intron (ENST00000620048.6/163486, intron 3 of 22)",1,139038361.0,Dennd1b
148,cg05584618,0.00122646590701531,4,95505316,UNC5C,UNC5C,8633,conserved gene and region in mouse and human,UNC5C_Intron,"Intron (ENST00000453304.6/8633, intron 1 of 15)",3,141510017.0,Unc5c
716,cg24104506,0.00103371206115168,6,50718313,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Intron,"Intron (ENST00000008391.3/83741, intron 2 of 7)",1,19107500.0,Tfap2d
86,cg03320248,0.00101529424977803,9,132099317,MED27,MED27,9442,conserved gene and region in mouse and human,MED27_Intergenic_upstream,Distal Intergenic,2,29320768.0,Med27
796,cg26917960,0.000871895790573764,9,123422796,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832371.0,Dennd1a
451,cg15171944,0.000850339867086814,7,25949963,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Exon,Promoter (<=1kb),6,51269870.0,Nfe2l3
602,cg20023049,0.000738959896643844,12,7142946,CLSTN3,CLSTN3,9746,conserved gene and region in mouse and human,CLSTN3_Exon,"Exon (ENST00000266546.11/9746, exon 11 of 18)",6,124449853.0,Clstn3
15,cg00568797,0.000704475881326508,3,70960237,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 20 of 20)",6,98931015.0,Foxp1
354,cg12459916,0.000668362955900914,7,27143439,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Exon,"Exon (ENST00000222726.4/3202, exon 1 of 2)",6,52204182.0,Gm28308
698,cg23405931,0.000649456200626465,1,91513975,CDC7,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628.0,Cdc7
395,cg13400013,0.000642869087452631,2,118850010,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (2-3kb),1,120600234.0,En1
256,cg09337540,0.000524823600715656,X,40168824,BCOR,BCOR,54880,conserved gene and region in mouse and human,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12152686.0,Bcor
694,cg23298936,0.000374762188716488,1,10713154,CASZ1,CASZ1,54897,"mapped in human, not mapped in mouse",CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 2 of 20)",4,148882443.0,Casz1
724,cg24580312,0.000265711613462819,12,67302478,CAND1,CAND1,55832,"mapped in human, not mapped in mouse",CAND1_Exon,"Exon (ENST00000545606.6/55832, exon 8 of 15)",10,119213683.0,Cand1
182,cg06787049,0.000206945895714661,14,33733629,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 5 of 10)",12,54001230.0,Npas3
393,cg13379618,0.000205347249546782,16,24123922,PRKCB,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000321728.12/5579, exon 9 of 17)",7,122544720.0,Prkcb
531,cg17783618,0.00017439077651131,6,147868304,SAMD5,SAMD5,389432,conserved gene and region in mouse and human,SAMD5_Intron,"Intron (ENST00000427015.1/ENST00000427015.1, intron 1 of 2)",10,9345766.0,Gm48750
307,cg11082761,0.000171455762379651,17,7838401,KDM6B,KDM6B,23135,conserved gene and region in mouse and human,KDM6B_Promoter,Promoter (1-2kb),11,69416179.0,Kdm6b
517,cg17356452,9.47553224282964e-05,3,141387078,ZBTB38,ZBTB38,253461,"mapped in human, not mapped in mouse",ZBTB38_Exon,"Exon (ENST00000507657.1/253461, exon 4 of 4)",9,96732104.0,Zbtb38
101,cg03957108,7.09538141761395e-05,2,63049410,OTX1,OTX1,5013,conserved gene and region in mouse and human,OTX1_Promoter,Promoter (<=1kb),11,22003031.0,Otx1
753,cg25639084,5.23959899593663e-05,13,23559374,TNFRSF19,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,
80,cg03127034,2.64190367900759e-05,6,41593569,FOXP4,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872605.0,Foxp4
458,cg15391310,2.20043521289784e-05,8,92169298,RUNX1T1,RUNX1T1,862,conserved gene and region in mouse and human,RUNX1T1_Intergenic_upstream,Distal Intergenic,4,13692994.0,Runx1t1
493,cg16550733,1.61248118507906e-05,14,26444770,NOVA1,NOVA1,4857,"mapped in human, not mapped in mouse",NOVA1_threeUTR,3' UTR,,,
613,cg20334331,5.10393344859127e-06,5,77847708,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94707168.0,Gm48316
313,cg11215098,3.32082449554516e-06,16,52629817,CASC16,CASC16,643714,mapped to different gene in human and mouse,CASC16_Intron,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",8,90436708.0,Tox3
777,cg26275174,-6.60318884534751e-06,9,2159835,SMARCA2,SMARCA2,6595,"mapped in human, not mapped in mouse",SMARCA2_Exon,"Exon (ENST00000635133.1/6595, exon 2 of 6)",19,26749873.0,Smarca2
152,cg05690769,-2.11977403026497e-05,2,176075868,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651400.0,Evx2
454,cg15298634,-2.9133301771233e-05,11,16055889,SOX6,SOX6,55553,conserved gene and region in mouse and human,SOX6_Exon,"Exon (ENST00000316399.10/55553, exon 9 of 15)",7,115550147.0,Sox6
654,cg22040809,-3.8917673575216e-05,6,26522350,HCG11,HCG11,493812,"mapped in human, not mapped in mouse",HCG11_Exon,Promoter (<=1kb),,,
536,cg17905888,-4.5767558389623e-05,2,155727368,LINC01876,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784.0,Gm13518
234,cg08627730,-5.12932376773274e-05,2,144096641,GTDC1,GTDC1,79712,"mapped in human, not mapped in mouse",GTDC1_Intron,"Intron (ENST00000392869.6/79712, intron 5 of 10)",,,
228,cg08508546,-0.000163097130326227,5,92713399,NR2F1-AS1,NR2F1-AS1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Intergenic_downstream,Distal Intergenic,13,79255612.0,Gm48470
341,cg12201500,-0.000199576809147511,5,154811617,LARP1,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057365.0,Larp1
682,cg22914193,-0.000212958384272608,16,72978361,ZFHX3,ZFHX3,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000268489.10/463, intron 1 of 9)",8,108775430.0,Zfhx3
529,cg17769560,-0.000220138110671994,18,34223154,NOL4,NOL4,8715,"mapped in human, not mapped in mouse",NOL4_Exon,Promoter (<=1kb),,,
312,cg11160393,-0.000238263477328321,5,77725227,TBCA,TBCA,6902,conserved gene and region in mouse and human,TBCA_Intron,"Intron (ENST00000380377.8/6902, intron 1 of 3)",13,94817613.0,Tbca
619,cg20452275,-0.000245457103902561,3,184320228,EIF4G1,EIF4G1,1981,"mapped in human, not mapped in mouse",EIF4G1_Intron,"Intron (ENST00000346169.6/1981, intron 7 of 32)",16,20678187.0,Eif4g1
380,cg12973326,-0.00028656341406521,13,57632930,PCDH17,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Exon,"Exon (ENST00000377918.8/27253, exon 1 of 4)",14,84446481.0,Pcdh17
296,cg10681713,-0.00042018384102826,8,37147888,KCNU1,KCNU1,157855,"mapped in human, not mapped in mouse",KCNU1_Intergenic_downstream,Distal Intergenic,8,26438760.0,Gm50479
174,cg06472065,-0.000451428443608997,6,33426669,SYNGAP1,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403.0,Syngap1
800,cg26989456,-0.000464639739398508,X,137237781,GPR101,GPR101,83550,conserved gene and region in mouse and human,GPR101_Intergenic_upstream,Distal Intergenic,X,57712137.0,Gm8107
190,cg07026794,-0.000529793087223358,17,48615048,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_fiveUTR,5' UTR,11,96282601.0,Hoxb8
461,cg15426572,-0.000552955229502664,5,171421174,FGF18,FGF18,8817,conserved gene but different region in human and mouse,FGF18_Intron,"Intron (ENST00000274625.6/8817, intron 2 of 4)",11,33146292.0,Fgf18
584,cg19561061,-0.000685494502165769,2,44033862,LRPPRC,LRPPRC,10128,conserved gene but different region in human and mouse,LRPPRC_Intergenic_upstream,Distal Intergenic,17,84827404.0,Gm9400
580,cg19384462,-0.00084833295884493,8,41629387,GPAT4,NKX6-3,137964,"mapped in human, not mapped in mouse",GPAT4_Intergenic_downstream,Distal Intergenic,8,23168942.0,Gpat4
807,cg27275508,-0.000925783537171328,3,181707923,SOX2-OT,SOX2-OT,347689,mapped to different gene in human and mouse,SOX2-OT_Intron,"Intron (ENST00000660576.1/347689, intron 5 of 6)",3,34646147.0,Sox2
111,cg04373810,-0.000961809062461937,5,124747495,ZNF608,ZNF608,57507,conserved gene but different region in human and mouse,ZNF608_Intron,"Intron (ENST00000509799.5/57507, intron 1 of 4)",18,54991222.0,Zfp608
446,cg15006148,-0.000973121371342756,13,94662152,LOC101927284,SOX21,101927284,mapped to different gene in human and mouse,LOC101927284_Intergenic_upstream,Distal Intergenic,14,118194413.0,Sox21
175,cg06482098,-0.0011290164942408,5,11384925,CTNND2,CTNND2,1501,conserved gene and region in mouse and human,CTNND2_Exon,"Exon (ENST00000304623.13/1501, exon 7 of 22)",15,30647063.0,Ctnnd2
644,cg21513836,-0.00113606212586036,13,102402510,FGF14,FGF14,2259,conserved gene and region in mouse and human,FGF14_Promoter,Promoter (<=1kb),14,124677591.0,Fgf14
432,cg14656600,-0.0011480081015055,4,140151379,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Intron,"Intron (ENST00000509479.6/55534, intron 1 of 4)",3,52102336.0,Maml3
473,cg15828158,-0.00122276706237308,5,122816986,SNX2,SNX2,6643,"mapped in human, not mapped in mouse",SNX2_threeUTR,3' UTR,18,53210401.0,Snx2
184,cg06796779,-0.00147490950238266,3,128486084,GATA2,GATA2,2624,"mapped in human, not mapped in mouse",GATA2_Exon,"Exon (ENST00000341105.6/2624, exon 3 of 6)",6,88200502.0,Gata2
557,cg18684142,-0.00151761586781276,17,48605032,HOXB-AS3,HOXB6,404266,mapped to different gene in human and mouse,HOXB-AS3_Intron,"Intron (ENST00000467155.6/404266, intron 2 of 2)",11,96292435.0,Hoxb6
132,cg05172686,-0.00159647567874305,22,29729506,CABP7,CABP7,164633,conserved gene and region in mouse and human,CABP7_Exon,"Exon (ENST00000216144.4/164633, exon 5 of 5)",11,4738883.0,Cabp7
123,cg04913399,-0.00162305926942621,3,53497337,CACNA1D,CACNA1D,776,conserved gene and region in mouse and human,CACNA1D_Exon,"Exon (ENST00000637424.1/776, exon 2 of 47)",14,30350763.0,Cacna1d
795,cg26885075,-0.00169506882200327,5,88555621,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Intron,"Intron (ENST00000506978.5/645323, intron 3 of 6)",13,83869284.0,Gm5452
415,cg14155184,-0.00173702507476885,6,44152688,TMEM63B,TMEM63B,55362,conserved gene and region in mouse and human,TMEM63B_Exon,"Exon (ENST00000259746.13/55362, exon 20 of 24)",17,45662872.0,Tmem63b
516,cg17318138,-0.00175463751693941,20,676643,SCRT2,SCRT2,85508,"mapped in human, not mapped in mouse",SCRT2_Promoter,Promoter (<=1kb),2,152080935.0,Scrt2
377,cg12933950,-0.00182256603071813,17,1996667,RTN4RL1,RTN4RL1,146760,conserved gene and region in mouse and human,RTN4RL1_Intron,"Intron (ENST00000574520.3/ENST00000574520.3, intron 1 of 2)",11,75215350.0,Rtn4rl1
477,cg16095149,-0.00199108018346514,21,40846623,DSCAM,DSCAM,1826,conserved gene and region in mouse and human,DSCAM_Exon,Promoter (<=1kb),16,97170238.0,Dscam
480,cg16154416,-0.00202428315908229,15,79090425,RASGRF1,RASGRF1,5923,"mapped in human, not mapped in mouse",RASGRF1_Exon,Promoter (<=1kb),9,89910070.0,Rasgrf1
124,cg04958293,-0.00208639415467669,X,41520354,CASK,CASK,8573,conserved gene and region in mouse and human,CASK_threeUTR,3' UTR,X,13522101.0,Cask
92,cg03668418,-0.00217288898013664,15,36357037,C15orf41,C15orf41,84529,mapped to different gene in human and mouse,C15orf41_Intergenic_upstream,Distal Intergenic,2,115384878.0,BC052040
2,cg00020468,-0.00238501522159362,10,60070043,ANK3,ANK3,288,"mapped in human, not mapped in mouse",ANK3_Exon,"Exon (ENST00000280772.7/288, exon 37 of 44)",10,69992409.0,Ank3
247,cg09009312,-0.0025398661172542,9,123654382,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 6 of 17)",2,38023506.0,Dennd1a
652,cg21847954,-0.00258998451880103,1,44536751,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117380245.0,Rnf220
398,cg13608832,-0.0026921953462775,18,25231172,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13850635.0,Zfp521
251,cg09191327,-0.00273811422030893,9,130664721,PRDM12,PRDM12,59335,"mapped in human, not mapped in mouse",PRDM12_Exon,Promoter (<=1kb),2,31640166.0,Prdm12
751,cg25615279,-0.00280266026495804,10,123144477,HMX2,HMX2,3167,mapped to different gene in human and mouse,HMX2_Promoter,Promoter (3-4kb),7,131550703.0,Fgfr2
561,cg18894136,-0.00296949993308586,13,109667928,LINC00676,IRS2,101409253,mapped to different gene in human and mouse,LINC00676_Intron,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",8,10924785.0,Gm45042
621,cg20527060,-0.00320530740516172,5,92147931,ARRDC3,ARRDC3,57561,conserved gene and region in mouse and human,ARRDC3_Intron,"Intron (ENST00000507217.5/ENST00000507217.5, intron 1 of 3)",13,80000458.0,Gm5197
254,cg09313705,-0.00332283314902265,17,48545129,HOXB-AS1,HOXB-AS1,100874362,"mapped in human, not mapped in mouse",HOXB-AS1_Exon,"Exon (ENST00000435312.5/100874362, exon 2 of 7)",11,96351584.0,Hoxb2
642,cg21509426,-0.00374976677474544,10,60892897,RHOBTB1,RHOBTB1,9886,conserved gene but different region in human and mouse,RHOBTB1_Exon,"Exon (ENST00000337910.10/9886, exon 5 of 11)",10,69266284.0,Rhobtb1
538,cg18024395,-0.00398558471443765,19,49102146,SNRNP70,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151.0,Snrnp70
143,cg05524242,-0.00399538969615453,19,19654063,ATP13A1,ATP13A1,57130,conserved gene but different region in human and mouse,ATP13A1_Exon,"Exon (ENST00000357324.11/57130, exon 14 of 26)",8,69799842.0,Atp13a1
131,cg05136138,-0.00405765150981544,14,79853592,NRXN3,NRXN3,9369,conserved gene and region in mouse and human,NRXN3_Exon,"Exon (ENST00000554738.5/9369, exon 19 of 20)",12,90321989.0,Nrxn3
136,cg05292023,-0.00425310850795593,13,27822774,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223601.0,Gsx1
157,cg05817746,-0.00428186935109339,1,44296999,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000456170.6/79033, intron 3 of 6)",4,117605269.0,Eri3
522,cg17504468,-0.00436507684847171,1,243476144,SDCCAG8,SDCCAG8,10806,"mapped in human, not mapped in mouse",SDCCAG8_Exon,"Exon (ENST00000463042.1/10806, exon 3 of 3)",1,176999264.0,Sdccag8
