index_x,var_x,beta_clock2,CHR_x,bp_hg38_x,Gene,Gene.hg19_x,ENTREZID_x,conservationInMouse_x,GeneRegionID_x,annotation_x,CHR_mm10_x,bp_mm10_x,Gene_mm10_x,index_y,var_y,beta_clock3,CHR_y,bp_hg38_y,Gene.hg19_y,ENTREZID_y,conservationInMouse_y,GeneRegionID_y,annotation_y,CHR_mm10_y,bp_mm10_y,Gene_mm10_y
109,cg04366185,0.0225924266463787,12,53839038,CISTR,HOXC13,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",15,102833180.0,Gm49473,263,cg04366185,0.0729013062524385,12,53839038,HOXC13,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",15,102833180.0,Gm49473
494,cg16571746,0.0225681216161905,9,14314661,NFIB,NFIB,4781,"mapped in human, not mapped in mouse",NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",,,,212,cg06799948,0.488363422433238,9,14314636,NFIB,4781,conserved gene and region in mouse and human,NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",4,82505824.0,Nfib
133,cg05196683,0.022048697292165,19,35719524,KMT2B,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 2 of 37)",7,30587271.0,Kmt2b,311,cg21839725,0.0798026938082029,19,35723809,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583384.0,Kmt2b
546,cg18349747,0.0215243219264857,17,7884380,NAA38,CHD3,84316,mapped to different gene in human and mouse,NAA38_Promoter,Promoter (<=1kb),11,69369797.0,Chd3,696,cg18349747,0.227616722922598,17,7884380,CHD3,84316,mapped to different gene in human and mouse,NAA38_Promoter,Promoter (<=1kb),11,69369797.0,Chd3
217,cg08030321,0.0205708227373495,5,93191253,NR2F1-AS1,NR2F1-AS1,441094,"mapped in human, not mapped in mouse",NR2F1-AS1_Intergenic_downstream,Distal Intergenic,,,,3,cg06259996,0.0451491107308819,5,93585317,NR2F1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Exon,Promoter (<=1kb),13,78198288.0,Nr2f1
669,cg22409694,0.0192122915483473,1,87338099,LMO4,LMO4,8543,conserved gene and region in mouse and human,LMO4_Intron,"Intron (ENST00000370544.10/8543, intron 2 of 4)",3,144196044.0,Lmo4,318,cg22409694,0.0390172272865918,1,87338099,LMO4,8543,conserved gene and region in mouse and human,LMO4_Intron,"Intron (ENST00000370544.10/8543, intron 2 of 4)",3,144196044.0,Lmo4
508,cg17114460,0.0166418297951703,17,28884283,FLOT2,FLOT2,2319,conserved gene and region in mouse and human,FLOT2_Exon,"Exon (ENST00000394906.6/2319, exon 5 of 13)",11,78054816.0,Flot2,675,cg17114460,0.321622952098243,17,28884283,FLOT2,2319,conserved gene and region in mouse and human,FLOT2_Exon,"Exon (ENST00000394906.6/2319, exon 5 of 13)",11,78054816.0,Flot2
759,cg25699407,0.0162693355055606,6,19839215,ID4,ID4,3400,conserved gene and region in mouse and human,ID4_threeUTR,3' UTR,13,48262957.0,Id4,335,cg23687194,0.0347588988279836,6,19839144,ID4,3400,conserved gene and region in mouse and human,ID4_Intron,"Intron (ENST00000378700.8/3400, intron 2 of 2)",13,48262886.0,Id4
745,cg25368206,0.0161057367016222,10,75703821,LRMDA,LRMDA,83938,conserved gene and region in mouse and human,LRMDA_Intron,"Intron (ENST00000611255.5/83938, intron 2 of 6)",14,22250220.0,Lrmda,73,cg18573296,0.112850106946485,10,75693591,LRMDA,83938,conserved gene and region in mouse and human,LRMDA_Intron,"Intron (ENST00000611255.5/83938, intron 2 of 6)",14,22241022.0,Lrmda
56,cg01998606,0.0154277882981307,2,144403976,ZEB2,ZEB2,9839,"mapped in human, not mapped in mouse",ZEB2_fiveUTR,5' UTR,2,45001660.0,Zeb2,51,cg01998606,0.208019227938078,2,144403976,ZEB2,9839,"mapped in human, not mapped in mouse",ZEB2_fiveUTR,5' UTR,2,45001660.0,Zeb2
138,cg05332360,0.0153140694855917,14,33567287,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 4 of 10)",12,53838492.0,Npas3,332,cg26957053,0.0223601526307023,14,33800281,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068282.0,Npas3
249,cg09061197,0.0153087067321403,3,136151421,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101887.0,Msl2,385,cg09061197,0.103388119381704,3,136151421,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101887.0,Msl2
518,cg17357006,0.0151693657960265,10,112538434,VTI1A,VTI1A,143187,conserved gene but different region in human and mouse,VTI1A_Exon,"Exon (ENST00000496445.5/143187, exon 5 of 5)",19,55391972.0,Vti1a,581,cg17357006,0.252350510970709,10,112538434,VTI1A,143187,conserved gene but different region in human and mouse,VTI1A_Exon,"Exon (ENST00000496445.5/143187, exon 5 of 5)",19,55391972.0,Vti1a
352,cg12428891,0.0139940056112896,4,17884546,LCORL,LCORL,254251,conserved gene and region in mouse and human,LCORL_Exon,"Exon (ENST00000382224.5/254251, exon 7 of 7)",5,45734279.0,Lcorl,129,cg12428891,0.197037275500746,4,17884546,LCORL,254251,conserved gene and region in mouse and human,LCORL_Exon,"Exon (ENST00000382224.5/254251, exon 7 of 7)",5,45734279.0,Lcorl
806,cg27242082,0.0137576249801184,2,156328905,NR4A2,NR4A2,4929,conserved gene and region in mouse and human,NR4A2_Intron,"Intron (ENST00000339562.9/4929, intron 3 of 7)",2,57111185.0,Nr4a2,306,cg20391664,0.0245199978230101,2,156326973,NR4A2,4929,conserved gene and region in mouse and human,NR4A2_Intron,"Intron (ENST00000339562.9/4929, intron 5 of 7)",2,57109318.0,Nr4a2
553,cg18535797,0.0136949481854761,11,15507804,LOC102724957,INSC,102724957,mapped to different gene in human and mouse,LOC102724957_Intergenic_upstream,Distal Intergenic,7,115092883.0,Rpl19-ps10,224,cg18535797,0.0576636264957103,11,15507804,INSC,102724957,mapped to different gene in human and mouse,LOC102724957_Intergenic_upstream,Distal Intergenic,7,115092883.0,Rpl19-ps10
95,cg03820088,0.0136630935013615,7,23522229,TRA2A,TRA2A,29896,conserved gene but different region in human and mouse,TRA2A_fiveUTR,5' UTR,6,49252905.0,Tra2a,277,cg03820088,0.0431142822533766,7,23522229,TRA2A,29896,conserved gene but different region in human and mouse,TRA2A_fiveUTR,5' UTR,6,49252905.0,Tra2a
478,cg16100840,0.0134656168989745,10,100707267,PAX2,PAX2,5076,"mapped in human, not mapped in mouse",PAX2_Intergenic_upstream,Distal Intergenic,19,44717587.0,Pax2,105,cg01486146,0.125366903275581,10,100655554,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44671164.0,Pax2
285,cg10246778,0.0127229388759836,3,169574481,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30411978.0,Mecom,70,cg04186556,-0.242846899174833,3,169121172,MECOM,2122,conserved gene but different region in human and mouse,MECOM_Exon,"Exon (ENST00000264674.7/2122, exon 7 of 17)",3,29985457.0,Mecom
160,cg05861987,0.0117044518484901,7,122329496,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23273410.0,Cadps2,205,cg12307242,0.154614601817642,7,122328825,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23272758.0,Cadps2
47,cg01571965,0.011414880779226,2,60460693,BCL11A,BCL11A,53335,conserved gene but different region in human and mouse,BCL11A_threeUTR,3' UTR,11,24164876.0,Bcl11a,156,cg02766818,0.330954772862326,2,60555120,BCL11A,53335,"mapped in human, not mapped in mouse",BCL11A_Promoter,Promoter (<=1kb),11,24076564.0,A830031A19Rik
150,cg05675373,0.0109051875871892,1,110211635,KCNC4,KCNC4,3749,"mapped in human, not mapped in mouse",KCNC4_Exon,Promoter (<=1kb),3,107458754.0,Kcnc4,93,cg12651099,0.253632619047786,1,110211650,KCNC4,3749,conserved gene and region in mouse and human,KCNC4_Exon,Promoter (<=1kb),3,107458739.0,Kcnc4
649,cg21633990,0.0106679855618939,9,134830033,COL5A1,COL5A1,1289,conserved gene and region in mouse and human,COL5A1_Exon,"Exon (ENST00000371817.7/1289, exon 64 of 66)",2,28029024.0,Col5a1,635,cg21633990,0.0312355459966012,9,134830033,COL5A1,1289,conserved gene and region in mouse and human,COL5A1_Exon,"Exon (ENST00000371817.7/1289, exon 64 of 66)",2,28029024.0,Col5a1
33,cg01153166,0.00985216152363547,15,96331473,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360972.0,Nr2f2,26,cg10040836,-0.00259880412253412,15,96332460,NR2F2,7026,conserved gene and region in mouse and human,NR2F2_Exon,"Exon (ENST00000394166.8/7026, exon 1 of 3)",7,70359974.0,Nr2f2
350,cg12421693,0.00804391127275863,1,216518256,ESRRG,ESRRG,2104,conserved gene and region in mouse and human,ESRRG_Intron,"Intron (ENST00000616180.4/2104, intron 6 of 6)",1,188199743.0,Esrrg,542,cg12421693,0.0658646401219698,1,216518256,ESRRG,2104,conserved gene and region in mouse and human,ESRRG_Intron,"Intron (ENST00000616180.4/2104, intron 6 of 6)",1,188199743.0,Esrrg
7,cg00250826,0.00761939729010958,7,128754670,CALU,CALU,813,conserved gene but different region in human and mouse,CALU_Exon,"Exon (ENST00000542996.6/813, exon 4 of 8)",6,29361701.0,Calu,202,cg11438204,0.648551985270517,7,128754286,CALU,813,"mapped in human, not mapped in mouse",CALU_Exon,"Exon (ENST00000535011.6/813, exon 3 of 6)",6,29361318.0,Calu
790,cg26781330,0.00689669844355906,12,53600991,ATF7,ATF7,11016,"mapped in human, not mapped in mouse",ATF7_fiveUTR,5' UTR,15,102593710.0,Atf7,69,cg26781330,0.109453558036219,12,53600991,ATF7,11016,"mapped in human, not mapped in mouse",ATF7_fiveUTR,5' UTR,15,102593710.0,Atf7
144,cg05535461,0.00568763550638872,2,172072476,METAP1D,METAP1D,254042,conserved gene and region in mouse and human,METAP1D_Intron,"Intron (ENST00000315796.5/254042, intron 6 of 9)",2,71517174.0,Metap1d,629,cg05535461,0.15906518107643,2,172072476,METAP1D,254042,conserved gene and region in mouse and human,METAP1D_Intron,"Intron (ENST00000315796.5/254042, intron 6 of 9)",2,71517174.0,Metap1d
513,cg17266282,0.00396556544192492,6,111973329,LINC02527,CCN6,105377946,"mapped in human, not mapped in mouse",LINC02527_Intergenic_upstream,Distal Intergenic,,,,67,cg17266282,0.0505111204626911,6,111973329,CCN6,105377946,"mapped in human, not mapped in mouse",LINC02527_Intergenic_upstream,Distal Intergenic,,,
245,cg08981150,0.00396520944088947,11,10804357,EIF4G2,EIF4G2,1982,conserved gene but different region in human and mouse,EIF4G2_threeUTR,3' UTR,7,111078492.0,Eif4g2,435,cg11124915,0.0484352384079292,11,10806872,EIF4G2,1982,conserved gene and region in mouse and human,EIF4G2_Exon,"Exon (ENST00000526148.5/1982, exon 3 of 22)",7,111080951.0,Eif4g2
738,cg25140691,0.00338389972539375,17,40351071,RARA,RARA,5914,"mapped in human, not mapped in mouse",RARA_Intron,"Intron (ENST00000254066.10/5914, intron 4 of 8)",11,98969327.0,Rara,102,cg25140691,0.149110905547279,17,40351071,RARA,5914,"mapped in human, not mapped in mouse",RARA_Intron,"Intron (ENST00000254066.10/5914, intron 4 of 8)",11,98969327.0,Rara
329,cg11666770,0.00254152965834868,19,41926758,LOC100505585,ARHGEF1,100505585,mapped to different gene in human and mouse,LOC100505585_Intron,"Intron (ENST00000599589.5/9138, intron 19 of 20)",7,24943195.0,Erfl,81,cg11666770,0.0712544701400041,19,41926758,ARHGEF1,100505585,mapped to different gene in human and mouse,LOC100505585_Intron,"Intron (ENST00000599589.5/9138, intron 19 of 20)",7,24943195.0,Erfl
125,cg04996684,0.00155094135896109,1,197675972,DENND1B,DENND1B,163486,"mapped in human, not mapped in mouse",DENND1B_Intron,"Intron (ENST00000620048.6/163486, intron 3 of 22)",1,139038361.0,Dennd1b,697,cg04996684,0.186591246894861,1,197675972,DENND1B,163486,"mapped in human, not mapped in mouse",DENND1B_Intron,"Intron (ENST00000620048.6/163486, intron 3 of 22)",1,139038361.0,Dennd1b
148,cg05584618,0.00122646590701531,4,95505316,UNC5C,UNC5C,8633,conserved gene and region in mouse and human,UNC5C_Intron,"Intron (ENST00000453304.6/8633, intron 1 of 15)",3,141510017.0,Unc5c,577,cg05584618,0.0776216929041437,4,95505316,UNC5C,8633,conserved gene and region in mouse and human,UNC5C_Intron,"Intron (ENST00000453304.6/8633, intron 1 of 15)",3,141510017.0,Unc5c
86,cg03320248,0.00101529424977803,9,132099317,MED27,MED27,9442,conserved gene and region in mouse and human,MED27_Intergenic_upstream,Distal Intergenic,2,29320768.0,Med27,447,cg03320248,0.0886249795515302,9,132099317,MED27,9442,conserved gene and region in mouse and human,MED27_Intergenic_upstream,Distal Intergenic,2,29320768.0,Med27
451,cg15171944,0.000850339867086814,7,25949963,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Exon,Promoter (<=1kb),6,51269870.0,Nfe2l3,354,cg00399596,-0.73560607149269,7,25951186,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Promoter,Promoter (1-2kb),6,51270942.0,Nfe2l3
602,cg20023049,0.000738959896643844,12,7142946,CLSTN3,CLSTN3,9746,conserved gene and region in mouse and human,CLSTN3_Exon,"Exon (ENST00000266546.11/9746, exon 11 of 18)",6,124449853.0,Clstn3,42,cg20023049,0.169354120792278,12,7142946,CLSTN3,9746,conserved gene and region in mouse and human,CLSTN3_Exon,"Exon (ENST00000266546.11/9746, exon 11 of 18)",6,124449853.0,Clstn3
15,cg00568797,0.000704475881326508,3,70960237,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 20 of 20)",6,98931015.0,Foxp1,34,cg18418719,1.80602757799643,3,70972083,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_threeUTR,3' UTR,6,98941067.0,Foxp1
698,cg23405931,0.000649456200626465,1,91513975,CDC7,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628.0,Cdc7,320,cg23405931,0.00363582525382116,1,91513975,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628.0,Cdc7
393,cg13379618,0.000205347249546782,16,24123922,PRKCB,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000321728.12/5579, exon 9 of 17)",7,122544720.0,Prkcb,407,cg16582309,0.107875857684084,16,24214762,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000643927.1/5579, exon 17 of 17)",7,122627760.0,Prkcb
531,cg17783618,0.00017439077651131,6,147868304,SAMD5,SAMD5,389432,conserved gene and region in mouse and human,SAMD5_Intron,"Intron (ENST00000427015.1/ENST00000427015.1, intron 1 of 2)",10,9345766.0,Gm48750,471,cg17783618,0.0684987665332882,6,147868304,SAMD5,389432,conserved gene and region in mouse and human,SAMD5_Intron,"Intron (ENST00000427015.1/ENST00000427015.1, intron 1 of 2)",10,9345766.0,Gm48750
517,cg17356452,9.47553224282964e-05,3,141387078,ZBTB38,ZBTB38,253461,"mapped in human, not mapped in mouse",ZBTB38_Exon,"Exon (ENST00000507657.1/253461, exon 4 of 4)",9,96732104.0,Zbtb38,230,cg17356452,0.0419813996366683,3,141387078,ZBTB38,253461,"mapped in human, not mapped in mouse",ZBTB38_Exon,"Exon (ENST00000507657.1/253461, exon 4 of 4)",9,96732104.0,Zbtb38
753,cg25639084,5.23959899593663e-05,13,23559374,TNFRSF19,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,,760,cg25639084,0.00359166152740345,13,23559374,TNFRSF19,55504,"mapped in human, not mapped in mouse",TNFRSF19_Intergenic_upstream,Distal Intergenic,,,
80,cg03127034,2.64190367900759e-05,6,41593569,FOXP4,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872605.0,Foxp4,463,cg14360110,0.250060265023577,6,41593678,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872496.0,Foxp4
313,cg11215098,3.32082449554516e-06,16,52629817,CASC16,CASC16,643714,mapped to different gene in human and mouse,CASC16_Intron,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",8,90436708.0,Tox3,500,cg11215098,0.234182825320531,16,52629817,CASC16,643714,mapped to different gene in human and mouse,CASC16_Intron,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",8,90436708.0,Tox3
152,cg05690769,-2.11977403026497e-05,2,176075868,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651400.0,Evx2,118,cg09227056,1.43699539133007,2,176075721,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651253.0,Evx2
454,cg15298634,-2.9133301771233e-05,11,16055889,SOX6,SOX6,55553,conserved gene and region in mouse and human,SOX6_Exon,"Exon (ENST00000316399.10/55553, exon 9 of 15)",7,115550147.0,Sox6,161,cg27507315,-0.177939564911724,11,16356733,SOX6,55553,"mapped in human, not mapped in mouse",SOX6_Intron,"Intron (ENST00000655819.1/55553, intron 1 of 14)",7,115825016.0,Sox6
536,cg17905888,-4.5767558389623e-05,2,155727368,LINC01876,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784.0,Gm13518,442,cg17905888,-0.19592542038721,2,155727368,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784.0,Gm13518
341,cg12201500,-0.000199576809147511,5,154811617,LARP1,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057365.0,Larp1,131,cg12880090,-0.105456877064622,5,154811604,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057352.0,Larp1
529,cg17769560,-0.000220138110671994,18,34223154,NOL4,NOL4,8715,"mapped in human, not mapped in mouse",NOL4_Exon,Promoter (<=1kb),,,,602,cg01352789,-0.110863183256351,18,34223228,NOL4,8715,conserved gene and region in mouse and human,NOL4_Exon,Promoter (<=1kb),18,23040017.0,Nol4
312,cg11160393,-0.000238263477328321,5,77725227,TBCA,TBCA,6902,conserved gene and region in mouse and human,TBCA_Intron,"Intron (ENST00000380377.8/6902, intron 1 of 3)",13,94817613.0,Tbca,132,cg18304538,0.275639808107618,5,77852294,TBCA,6902,conserved gene and region in mouse and human,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94702400.0,Gm48316
380,cg12973326,-0.00028656341406521,13,57632930,PCDH17,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Exon,"Exon (ENST00000377918.8/27253, exon 1 of 4)",14,84446481.0,Pcdh17,700,cg13943045,-0.0557367193706037,13,57666442,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Intron,"Intron (ENST00000377918.8/27253, intron 1 of 3)",14,84477296.0,Pcdh17
174,cg06472065,-0.000451428443608997,6,33426669,SYNGAP1,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403.0,Syngap1,690,cg06472065,-0.0764217032451365,6,33426669,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403.0,Syngap1
175,cg06482098,-0.0011290164942408,5,11384925,CTNND2,CTNND2,1501,conserved gene and region in mouse and human,CTNND2_Exon,"Exon (ENST00000304623.13/1501, exon 7 of 22)",15,30647063.0,Ctnnd2,23,cg06482098,-0.0692661162856107,5,11384925,CTNND2,1501,conserved gene and region in mouse and human,CTNND2_Exon,"Exon (ENST00000304623.13/1501, exon 7 of 22)",15,30647063.0,Ctnnd2
247,cg09009312,-0.0025398661172542,9,123654382,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 6 of 17)",2,38023506.0,Dennd1a,100,cg26917960,0.177633091670456,9,123422796,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832371.0,Dennd1a
561,cg18894136,-0.00296949993308586,13,109667928,LINC00676,IRS2,101409253,mapped to different gene in human and mouse,LINC00676_Intron,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",8,10924785.0,Gm45042,143,cg18894136,-0.0160466422786849,13,109667928,IRS2,101409253,mapped to different gene in human and mouse,LINC00676_Intron,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",8,10924785.0,Gm45042
538,cg18024395,-0.00398558471443765,19,49102146,SNRNP70,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151.0,Snrnp70,563,cg18024395,-0.496418442410253,19,49102146,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151.0,Snrnp70
136,cg05292023,-0.00425310850795593,13,27822774,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223601.0,Gsx1,397,cg26062663,-0.0540967835054335,13,27823129,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223954.0,Gsx1
157,cg05817746,-0.00428186935109339,1,44296999,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000456170.6/79033, intron 3 of 6)",4,117605269.0,Eri3,258,cg06828322,-0.00213952915952274,1,44326509,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576502.0,Eri3
37,cg01301326,-0.00456651723134588,X,40155180,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136912.0,Bcor,58,cg12325485,-0.177777193545525,X,40146141,BCOR,54880,"mapped in human, not mapped in mouse",BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12127920.0,Bcor
431,cg14640670,-0.00470275843526206,5,140115352,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288326.0,Pura,133,cg20615601,-0.238719201413297,5,140115517,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288498.0,Pura
250,cg09169719,-0.0056595564826257,1,24647166,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346357.0,Srrm1,518,cg14676280,-0.0853460390568759,1,24647108,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346415.0,Srrm1
211,cg07878283,-0.00693135103235754,20,21099887,LINC00237,KIZ,105372556,mapped to different gene in human and mouse,LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146833394.0,Kiz,393,cg15471501,0.291870770251643,20,21103492,KIZ,105372556,"mapped in human, not mapped in mouse",LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146836821.0,Kiz
575,cg19296119,-0.00712638644151797,15,73774908,INSYN1-AS1,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608.0,Insyn1,652,cg19296119,-0.0301878037071319,15,73774908,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608.0,Insyn1
83,cg03222030,-0.00713408061101237,X,71547046,OGT,BCYRN1,8473,conserved gene but different region in human and mouse,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101654676.0,Ogt,289,cg04103301,-0.109385078686954,X,71547703,BCYRN1,8473,conserved gene and region in mouse and human,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101655421.0,Ogt
441,cg14821110,-0.00730130275399974,2,181684526,NEUROD1,CERKL,4760,mapped to different gene in human and mouse,NEUROD1_Promoter,Promoter (3-4kb),2,79459950.0,Cerkl,121,cg19711579,1.13328861668229,2,181680835,NEUROD1,4760,mapped to different gene in human and mouse,NEUROD1_fiveUTR,Promoter (<=1kb),2,79456940.0,Cerkl
191,cg07056567,-0.00732051836429642,7,100676320,GNB2,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696.0,Epo,265,cg07056567,-0.116985630987994,7,100676320,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696.0,Epo
85,cg03247467,-0.00763075747940605,16,52351779,CASC22,TOX3,283854,"mapped in human, not mapped in mouse",CASC22_Intergenic_downstream,Distal Intergenic,,,,218,cg03247467,-0.0782344956130994,16,52351779,TOX3,283854,"mapped in human, not mapped in mouse",CASC22_Intergenic_downstream,Distal Intergenic,,,
490,cg16454989,-0.00866548448998897,9,101737926,GRIN3A,GRIN3A,116443,"mapped in human, not mapped in mouse",GRIN3A_Exon,Promoter (<=1kb),,,,150,cg16454989,-0.0661151499112326,9,101737926,GRIN3A,116443,"mapped in human, not mapped in mouse",GRIN3A_Exon,Promoter (<=1kb),,,
156,cg05801832,-0.00928795066605225,2,144520304,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_fiveUTR,5' UTR,2,45113188.0,Zeb2,526,cg22267613,-0.25416074793691,2,144521227,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,Promoter (<=1kb),2,45114096.0,Zeb2
3,cg00096922,-0.00944500631785879,7,97024873,DLX5,DLX5,1749,conserved gene but different region in human and mouse,DLX5_fiveUTR,Promoter (<=1kb),6,6882127.0,Dlx5,352,cg00096922,-0.00646224292012881,7,97024873,DLX5,1749,conserved gene but different region in human and mouse,DLX5_fiveUTR,Promoter (<=1kb),6,6882127.0,Dlx5
265,cg09474015,-0.0097353864711697,7,27165104,HOXA10-HOXA9,HOXA10-HOXA9,100534589,"mapped in human, not mapped in mouse",HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225754.0,Hoxa9,36,cg09474015,-0.480858000998605,7,27165104,HOXA10-HOXA9,100534589,"mapped in human, not mapped in mouse",HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225754.0,Hoxa9
